Ulasan,Label
barangnya lumayan tapi lama bgdd prosesnya dri pesen smpe tanganlain kali tingktkan pelayanannya org males lg sebagus apapun produknya,Tidak Puas
salah kirim warna ganti warna pengganti kesel karna kirim barang lgi nunggu lgi its okay,Tidak Puas
pesen emg suka produknya bikin mengecewakan pelayanan ngirim pesenannya aplikasi kali kurir gk pick,Tidak Puas
insole terlalu tipis,Tidak Puas
bagus salah warna foto dikirim chat,Tidak Puas
finising buruk kecewa,Tidak Puas
berat dipake,Tidak Puas
kali beli aerostreet kecewa,Tidak Puas
ekspedisi ga cepet lelet perasaan,Tidak Puas
packaging aduh parah benerr smpe hancur dikasi lapis plastik bening tipis itupun robek udh dingatin dipacking aman rapi parah,Tidak Puas
sepatu berat,Tidak Puas
pengiriman lambat telat estimasi antareja parah,Tidak Puas
barang bagus cuman packingnya kuat kemarin dirumah dusnya hancur unrungnya barang rusak kali tolong packingnya aman kali say,Tidak Puas
kemasan jelek,Tidak Puas
barang habis proses dikirim barang beda,Tidak Puas
pengiriman dibilang bgt minusnya sepatu kirinya,Tidak Puas
bintang aja bintang cacat produksi minat udah turun,Tidak Puas
pesan ukurannya size salah size penjual teliti tukar,Tidak Puas
model kereeeeennnnn berat,Tidak Puas
salah percaya official store barang dah nyampe tapi karna lg diluar kota gk unbox pas unbox ya beda kali sih of,Tidak Puas
sepatu berat ukur rada ukur sepatu pakai,Tidak Puas
suka cacat,Tidak Puas
kecewa dapet produk cacat toe cap miring,Tidak Puas
barangnya rekomended banget tapi salah pilih ukuran,Tidak Puas
mohon teliti salah terima kasih,Tidak Puas
batal tolak status konfirmasi gilir toko ganti nomer liat malesnya emang stocknya,Tidak Puas
jelek,Tidak Puas
pwengiriman lambat,Tidak Puas
kotaknya rusak barang udah kebukabarang bagus,Tidak Puas
keren sepatunya minus pengirimannya,Tidak Puas
beli produk lokal kalah impor harga jangkau tahan,Tidak Puas
beli kali hilang sebelah semoga ga ilang hahaha,Tidak Puas
sepatu bagus sayang kirim lamaaa,Tidak Puas
kecewa dapet grade c kayanya tidak qc dlu gitu kirim barang,Tidak Puas
noda kotor untung kotoran hewan finishing beli,Tidak Puas
pengiriman barang box rusak ukuran dipakai sempit sepatu ukuran muat,Tidak Puas
masak iya belah kanan presisi beda banget belah kiri tolong aerostreet perhati tulis catat sbelum kirim cek gin mikir beli produk aerostreet,Tidak Puas
dibungkus plastik bening tipis lambat sampainya,Tidak Puas
salah ukur bikin bingung terang ndak tulis standar eur tinggal beli ukur kasi ponakan,Tidak Puas
pesen digambar dikirim model putih packing kantong keresek plastik gini official hehe,Tidak Puas
barang bagus tp jasa kirim anteraja lelet estimasi tgl tgl,Tidak Puas
sekian beli salah kirim produk lanjur percaya gak salah ehh nyata salah kirim return gak gak video unboxing,Tidak Puas
lokal kalah,Tidak Puas
bintang sepatunya sebelah kiri kepotong ngeganjel jempol kaki,Tidak Puas
produk aerostreet kecewa,Tidak Puas
ga kecewa ngecewain belanja aerostreet,Tidak Puas
barang bagus cacat dus penyok plastik dus sobek saran perhati packingnya,Tidak Puas
salah kirim ditukar stok kosong proses komplain restok proses pengiriman respon komplain terkesan mengulur kualitas,Tidak Puas
ukur berat sepatu,Tidak Puas
noda kuning,Tidak Puas
resi tempel kardus kardusnya rusak,Tidak Puas
barang hilang pengiriman ekspedisi anteraja gajadi pake riku series,Tidak Puas
bagus pake langsung hilang ambil hiks,Tidak Puas
kecewa,Tidak Puas
pakai isolasi doang plastik,Tidak Puas
kardus rusak sampaibarang sepatu cacat dikit,Tidak Puas
barang bagus cuman sayang paketnya sampainya trus bungkusnya rusak tinggal kardusnya aja,Tidak Puas
ga kecewa sih produk,Tidak Puas
barang kaya beli second kotor sisi ga hilang beruntung banget foto ga diupload,Tidak Puas
bagus banget sayabg aja sih salah pilih sizee hehe,Tidak Puas
barang bagus cacat ekspedisinya banget sicepat,Tidak Puas
warna kirim salahdan pengiriman aerostreet kurir kanti kurir karna aerostreet pengiriman kurir,Tidak Puas
mengecewakan,Tidak Puas
sepatu keren finishingnya jelek semoga ditinggkatkan lgi quility controlnya harga rupa,Tidak Puas
posisi barang dikirim request ganti warna mengecewakan mentang laris mengabaikan kepuasan customer auto un,Tidak Puas
benci anter aja,Tidak Puas
barangnya bermasalah benang dimanamana terjahit komplain ribet murah tolong barang murahan,Tidak Puas
kardus rusak,Tidak Puas
overall bagus sih kirim respon admin ekspedisi cek noda kuning sepatu loga aerostreet noda butih perhati,Tidak Puas
lama,Tidak Puas
mohon perhatikan detail produksinya produksi cacat produksi diloloskan harap jaga kualitas produksi,Tidak Puas
sesuai pesanan anter aja emang rada lelet ganti jne satset sat set,Tidak Puas
sepatu diunjungnya warna merah gak tau mudah mudahan hilang cuci trus jahitan mepet jalur gambar,Tidak Puas
kurangnya toleransi pembeli,Tidak Puas
salah kirim ukur ukur dikirm nnt jual org next tolong perhati terang beli,Tidak Puas
order hitam dikirim putih parah banget mentang pengen laku,Tidak Puas
nyampe stelah beli paketnya ilang,Tidak Puas
bekas noda kuning,Tidak Puas
minus pengiriman banget engga tau pesen tanggal sampe tanggal eddaaannn,Tidak Puas
dipake udah jebol,Tidak Puas
barang telat produk muas,Tidak Puas
kualitas hasil bahannya store ekspektasi terpenuhi ketahanan pemakaian semoga buruk,Tidak Puas
cacat nih kaki kzl aja liatnya gatell kudunga jangn lolosin qcnya,Tidak Puas
tidak responsif,Tidak Puas
saran banget aerostreet coba finishingnya perhati udah produk aero bakarin benang brudul klo gpp sampe sisi tolong qcnya revisi kecewa,Tidak Puas
beli sol putih kotor gitu noda warna kuning,Tidak Puas
salah pilih ukuran,Tidak Puas
gak prnh kecewa,Tidak Puas
salah pilih ukuran sepatu sepatunya bagus,Tidak Puas
size pas pakai us saran ambil pengiriman salah rumah dibantu admin konfirmasi kurir samp,Tidak Puas
paket sampe pesen uk datangnya ndak pake retur males nunggu anaknya aja pelajaran tlg cek comen pesanan,Tidak Puas
kali beli produk aerostreet kali pengalaman salah kirim barang proses pickup kurir kendala,Tidak Puas
mentang mentang beli pake diskon dapet barang jelek,Tidak Puas
barang hilang,Tidak Puas
anteraja lamban mohon ditingkatkan pelayanannya paket estimasi,Tidak Puas
ukuran aerostreet beda return ganti payah kecewa quality control,Tidak Puas
kiciwi birit benang byk rapi jaitan moncong sepatunya keliatan bgt trus noda kuning pdhl blm dipake mendi,Tidak Puas
ukur salah,Tidak Puas
pas noda benang gitu sepatunya,Tidak Puas
defect tidak sejajar,Tidak Puas
maaf kaka bagus cuman salah nomor,Tidak Puas
yah barang defect,Tidak Puas
salah kirim tuker respon jual ramah,Tidak Puas
mengecewakan,Tidak Puas
barang cacat,Tidak Puas
barang sesuai pesenanpengiriman pake silelet telat,Tidak Puas
sepatu dateng salah size chat adminnya lemot banget responnya admin menguasai terkait pengembalian barang dibilang amatir proses retur,Tidak Puas
sepatu hitam dikirim sepatu warna warni salah ukuran,Tidak Puas
pilih hitam putih dateng hitam pols,Tidak Puas
gapernah gagal,Tidak Puas
pengiriman telat sehari tetep aero juara,Tidak Puas
barang kusam stok minus produk lubang tali sepatu besinya ngeri rawan sobek suka banget ama sepatunya ov,Tidak Puas
cacat titik sol,Tidak Puas
aerostreet mengecewakan kali udah beli sepatu puassssss,Tidak Puas
sepatu aerostreet berlangganan khusus dapet promo hrga k,Tidak Puas
kecewa klo lebaran proses makan,Tidak Puas
kali komplain tokopedia pelayanan jelek banget beli sepatu kardusnya tulisan sizenya salah kirim komplain pesa,Tidak Puas
barang bagus pengirimannya cepet packing rusak,Tidak Puas
berat sih sempit,Tidak Puas
pengiriman dikirim salah warna udah nunggu warna putih merah soldout pas sekalinya dapet dikirimnya navy orange gak,Tidak Puas
beli waran putih merah kirim biru hijau,Tidak Puas
barang hilang kecewa klaim pengembalian dana respon penjual salah kurir penjual respon lambat,Tidak Puas
puas kali jas apengirim handle barnagnya packaging buruk rupa,Tidak Puas
maaf ya bintang pembelajaran perusahaan biar kedepannya segi salah warna salah ukuran pelayanan lamban rugi ongkir,Tidak Puas
salah warna pesen hitam datangnya abu gak konfirmasi udah toko udah ramah pembeli hi,Tidak Puas
bintang pesan sepatu barang resi tulis alamat tuju isi beda kirim beda seller komplain barang keburu jemput ekspedisi retur alhasil uang masuk jual ulas ekspedisi klo seller baca ulas mohon bantu nilai barang percaya hilang kali transaksi toko,Tidak Puas
paslama pengiriman,Tidak Puas
salah varian dikirim vintage udh gitu nunggu cuman prosesnya doang nunggu pengirimannya,Tidak Puas
kali tolong packagingnya perhatilan ya kak keamanan kualitasnya terima kondisi dus rusak sobek air sepatu,Tidak Puas
bagus salah beli ukur,Tidak Puas
pake jahitanya udah brudul jelek pfttt,Tidak Puas
gak nyesel beli produksi negeri mengecewakan,Tidak Puas
muas kecewa barang tang,Tidak Puas
mengecewakan,Tidak Puas
salah kirim dipesan dikirim mengecewakan,Tidak Puas
sepatu belah kiri tekuk utk tumit,Tidak Puas
kecewa sih packingnya dibungkus plastik transparan gitu,Tidak Puas
jelek barangnya,Tidak Puas
noda kayak sepatu bekas,Tidak Puas
pengiriman lambat banget pesan minggu maksimal selasa pagi udh dikirim toko tp selasa malem dikirim barang dateng jumat sore,Tidak Puas
