Ulasan,Label
bagus banget sepatu keren istri suka banget terimakasih aerostreet terimakasih tokopedia pesan sesuai,Puas
keren banget,Puas
sesuai deskripsi barang bagus harga jangkau kirim cepat,Puas
senang produk negri kualitas bahan bagushanya packing diperbaiki,Puas
puas keren next order,Puas
puas mantap barang istimewasudah berulang kali beli sesuai ekspektasisukses trs aerostreet,Puas
ukurannya pas desainnya oke bahamnya oke improve qanya dibagian bbrp bahan blm kepotong sempurna trus ganggu aja,Puas
nyaman dipake pas moga awet,Puas
ukuran kegedean dikit tp overall bagus sih lumayanlah,Puas
keren bagus pas nyaman quality control aja dicek bernoda kuning,Puas
mantap sesuai ekspetasi,Puas
keren sii sepatunya hadiah mbah kakung semoga sukaaa desainnya keren,Puas
pembelian aerostreet produk keren semoga awet,Puas
mantap mantap mantap,Puas
gila sih lebih ekspektasi bang,Puas
puas beli produk aerostreet produk lokal kuwalitas international jaya aerostreet,Puas
mantaff sepatunya keren orderan bang bonus,Puas
bagus buanggetkualitas sii,Puas
josss mantapp minbagua bngt spatunya pas,Puas
model keren istimewa gagah,Puas
bagus,Puas
mantap gaess,Puas
produk sesuai pesanan kualitas ok pengiriman cpt terimakasih,Puas
packing rapih pengiriman cepat sepatunya bagus,Puas
sebenernya model bagus kerut lolos sih produk not good,Puas
mantap modelnya,Puas
nyaman dipakai,Puas
oke banget sepatu,Puas
cintai produk lokal alhamdulillah pemakaian,Puas
mantap sesuai pesenan pas dikaki,Puas
kualitas bagus,Puas
barang oke banget cacat kualitas nih jahit moga awet pakai seharihari hatur nuhun,Puas
keren,Puas
pengemasannya rapih bangetaman ko khawatirkantokonnya amanah cocok nih langgananpokoknya ragu ragu kalo belanja toko,Puas
sepatunya nyamandesainnya keren bahannya berkualitasproses pesanan cepat,Puas
brp rapi pemotongan bekas lem tp sepatu nyaman dipakai semoga awet,Puas
bahan bagus stylish moga tahan pakai olahraga ringan,Puas
desainnya keren mantap modelnya bahannya berkualitas,Puas
model oke nyaman pakai sayang ekspedisi kirim oke kecuali ekspedisi,Puas
utk kirim lumayan utk kualitas sepatu bagus pas kaki moga awet,Puas
sesuai deskipsi produk ukur pas dent hitam soll overal oke thanks seller tokped abang kurir jne,Puas
bahan kualitas sesuai etalase kardus aman penyok kirim cepat dpt harga jangkau hoki tahun udh kepake kyknya nih,Puas
mantap,Puas
ntabs,Puas
kualitas sepatu bagus nyaman dipakai memiliki model menarik,Puas
bagus bangettt ukur pas,Puas
barang terima sesuai pesan good seller,Puas
suka brand lokal tak gentar jos gandos,Puas
all good ukur pas warna bagus sesuai deskripsi mantab,Puas
good product murah nyaman kualitas,Puas
sepatu nyamanmantap model desain keren jual ramah bangetukuran sesuaiproses pesan cepatpackaging aman bahan berkualitaspackaging rapirespon jual top,Puas
keren,Puas
mantap,Puas
barang mendarat aman seller gila pengiriman memperhatikan kepuasan konsumen ditambah kurirnya distribusi barang konsumen gak alur,Puas
sesuai pesanan real pict,Puas
keren banget harga murah kualitas murahan nih nyesel pokonya,Puas
jos gandos,Puas
desainnya keren,Puas
one the best value for money shoes,Puas
lumayan bagus tolong untk rim chek jng noda kuning,Puas
bagus,Puas
sepatu nyaman ringggggggan desain keren mantap model proses pesan cepat ukur sesuai packaging rapi moga awett yaaa,Puas
bagus lokaltakgentar,Puas
mantapplahhhh,Puas
keren euy hidup karya lokal qcnya detail biar jos,Puas
sol kotorada noda kuning bagi sepatu noda hitambisa ilang kalo lap jahit bagi tumit rapi kardus gitu penyok akwkw gara lempar kurir minus beli online emang gin ges sistem kek gacha kadang kalo dapet bagus bagus kalo muas ngeluh wkwkuntuk ukur pasmodel baguscs responnya lambat monmaaapsaran bangun kalo send barang tolong cek kualitasisicacat produk tidakkalo noda bagi mana tolong bersih rapi biar muas aja gitusekian terima gaji,Puas
sepatu nyamandesainnya keren ukur sesuaimantap model,Puas
mantap,Puas
mantap model tolong dibanyakin stok ukuran,Puas
produk sesuai gak kecewa ppkoknya,Puas
mantap,Puas
bagus nyaman kualitas premium,Puas
mantab lokal gak kalah saing,Puas
keren banget nenek gua salto makenya,Puas
sepatunya nyaman desainnya keren bahannya berkualitas,Puas
bagus sepatunya,Puas
model bahan udah oke udah oke banget diperhatiin rapi packing kirim,Puas
langgan sepatu aerostreet dongdesainnya keren sepatu nyamanmantap model ukur sesuaiproses pesan cepatbahannya berkualitaspackaging rapipackaging aman,Puas
respon cepat komplain customer dirugikan,Puas
bagus,Puas
pesan sesuai ukur kaki nyaman pakai kirim cepat,Puas
keren barangnya selamat,Puas
barang bagus sesuai deskripsi,Puas
sepatunya nyaman desainnya keren mantap modelnya packaging aman,Puas
bagus makasih,Puas
sepatu nyamandesainnya keren ukur sesuaibahannya berkualitaspackaging aman,Puas
sesuai foto,Puas
produk kokoh ukuran sesuai,Puas
mantap,Puas
barang mantap semoga awet,Puas
bagus bngt sesuai picture nyaman good job karya anak bangsa,Puas
mantap keren,Puas
done,Puas
pengiriman cepat barang sesuai pesanan mantapu,Puas
modelnya sesuai gambar ukurannya pas semoga awet,Puas
sepatunya nyamandesainnya keren mantap modelnya ukuran sesuaipackaging aman packaging rapi,Puas
bagus bahan udh berkalikali order aerostreet puas kualitas,Puas
mantap next order langgan klo layan bagus makas,Puas
pakai sesuai harga gak nyaman looknya lumayan oke,Puas
selamatmodelnya suka cowo suka,Puas
ukur pas alas nyaman,Puas
model keren bahan bagus produk ok,Puas
modelnya keren anak remaja kualitas bagus,Puas
paket aman sepatu aman moga sepatu kolaborasi seniman lokal,Puas
rekomended bget cumn pengirimn dikit tpigood,Puas
pake hujanan pake ngesot jalan motor bagus,Puas
enak pakai,Puas
crispy white bahan canvas banget lumayan rebu mah jaya lokal brand,Puas
sesuai moga awet,Puas
desainnya keren mantap modelnya ukuran sesuaisepatunya nyamanpackaging aman proses pesanan cepat,Puas
sepatunya bagus nyesel beli aerostreet desainnya keren,Puas
kualitas sepatu oke pengiraiman seminggu,Puas
sepatunya nyaman penjualnya ramah banget packaging aman desainnya keren,Puas
sepatu nyamandesainnya keren bahan kualitas,Puas
aaaa bagus banget menyangka bonus produk kosong ukuran berterima kasih aerostreet,Puas
mantap,Puas
barang okay stylish pengiriman okay puas hadiah teman semoga awet,Puas
bagus cuman berat dikit,Puas
produk lokal kualitas internasional moga awet,Puas
barang ok sesuai deskripsi,Puas
mantap,Puas
barang sesuai tolong teliti kualitas bagus,Puas
sepatu pas nyaman pakai,Puas
sepatu nyamanbahannya berkualitasmantap model desain keren proses pesan cepatukuran sesuaipenjualnya ramah banget,Puas
oke mantap euy,Puas
keren banget,Puas
mantap,Puas
model keren dipake nyaman,Puas
common here baby,Puas
sepatu bagus,Puas
mantaaap,Puas
sesuai pesanan mantaabbbb,Puas
ngecewain kece badai,Puas
bagus kualitas,Puas
sepatu nyamanukuran sesuaibahannya kualitas,Puas
kacau sih harga segini dapet sepatu sebagus tampilan kenyamanan manteb tapi untuk keawetan tau sih kali beli aerostreet kalo in,Puas
kren,Puas
pas alhamdulillah,Puas
lengkap mantap,Puas
kali beli mantap tks gan,Puas
sepatunya nyaman,Puas
sukaa designya cuman pas dipakai sakit dibagian belakangnya antisipasinya pakai kaos kaki lecet overall bagus jaya,Puas
sepatunya nyaman bahannya berkualitas ukuran sesuai,Puas
sepatunya nyaman mantap modelnya proses pesanan cepatbahannya berkualitasdesainnya keren mohon packingnya perhatikan ya minn overal barangny,Puas
terima kasih order sepatu hoodie gara gara tikaoreg wkwk,Puas
bagus,Puas
sepatunya nyamanukuran sesuai,Puas
yup another good stuff from aerostreet they never disapointed me until now im still fucking angry about the chinos bagus barang temen seneng banget liat b,Puas
mantap model,Puas
goodmantap,Puas
barang selamat kualitas sesuai ekspektasi udh bagus bgt harga,Puas
harga kualitas didapet worth banget jahit rapi admin responsif kirim cepet banget proses harap kasih opsi packing bubble wrap aman aja overall recommended sih,Puas
mantap sesuai pesan,Puas
lokaltakgentar,Puas
kualitas produk ok nyaman dipakai sesuai ukuran pengiriman packing seadanya overal its ok,Puas
kirim cepat produk bagus,Puas
sesuai ekspektasi min estimasi tanggal eh cepet banget udah pengirimannya mantap dah,Puas
desain keren sepatu nyamanmantap model,Puas
recomended,Puas
barang sampe selamat packing bungkus plastik sepatu nyamanmantap model,Puas
pengiriman cepat barangnya bagus sesuai pas kantong,Puas
sesuai deskripsi,Puas
terimakasih kerjasamanya,Puas
bagus cocok seseuai harganya,Puas
finishing lumayan kualitas sesuai pakai enak jalan,Puas
harga segitu worth sih asli cacat minor banget slow mantep foamnya ketebelan,Puas
produk lokal kualitas memuaskan,Puas
pas,Puas
ukur pas warna bagus ringan nyaman pakai,Puas
sepatunya nyaman mantap modelnya ukuran sesuai proses pesanan cepat,Puas
oke,Puas
sepatunya nyaman desainnya keren,Puas
produknya bagus sayang rapih aja jaitannya,Puas
recommended bnget,Puas
model bagus pas kaki sepatu nyaman pakai ringan kurir cepet banget sampenya overall mantap moga awet,Puas
memuaskan,Puas
sepatunya nyamandesainnya keren mantap modelnya ukuran sesuaibahannya berkualitas,Puas
good mantul bner ukuran ya untung gk ambil ukuran overal mantul sih nih jahitan rapih bahan adu,Puas
pengirimannya lambat,Tidak Puas
noda kuning,Tidak Puas
mintanya hitam kirim hitam putih yang kirim tali sepatu putih padahal sekolah anak tadi tali sepatu putih mengecewakan,Tidak Puas
kulitas buruk sepatu bolong udah mah lem logo tangan ngelupas kacaw beli kaya gin sesuai harga,Tidak Puas
cuman kirim kecewa,Tidak Puas
lem mana noda pulpen noda kuning sayang banget barang kolaborasi kondisi kaya gin nyampe konsumen,Tidak Puas
puas nyerah nunggu paket super lelet,Tidak Puas
pakai sakit salah kaki ukur kiri kanan beda kirim klaten salam,Tidak Puas
sepatu tuh bagusss sayaang salah pilih ukurannn gapapa bagus,Tidak Puas
sepatu berat jogging,Tidak Puas
dipake udah jebol,Tidak Puas
sepatu kanan bercak kek bekas ketumpahan air air bekas ilang bersihin gmn insole kiri emng lbh nonjol ato gmn jdiny pincan,Tidak Puas
barangnya rekomended banget tapi salah pilih ukuran,Tidak Puas
salah size kirim org produksi main size gaada orang checking,Tidak Puas
sepatu bagus gak murah sayang packingnya plastik transparan tipis rawan rusak robek,Tidak Puas
minus dikit dalem yabg ga kejait,Tidak Puas
kiciwi birit benang byk rapi jaitan moncong sepatunya keliatan bgt trus noda kuning pdhl blm dipake mendi,Tidak Puas
sol rusak,Tidak Puas
packing rentan rusak packing tambah produk jahit rapi,Tidak Puas
pesan ukurannya size salah size penjual teliti tukar,Tidak Puas
produk beli ulang kirim reguler beli gagal produk hilang kirim gratis ongkir sicepat tokopedia merefund dana terimakasih,Tidak Puas
box penyok basah barang ditukar size sayang merk lokal sebelah,Tidak Puas
cacat ku jahitan benang item muncul sol warna putih noda,Tidak Puas
harga segitu udah bagus hilang bintang finishing detail,Tidak Puas
gagal rekomended,Tidak Puas
layan buruk,Tidak Puas
noda sol,Tidak Puas
kecewa produk diterimabanyak cacat nodauntuk desain bagus,Tidak Puas
pesan warna datengnya warna konfirmasi apaudh nodabolongan tali simetris pulafirst experience beli aerostreet buruk,Tidak Puas
putih butek lebi kuning sih mah spatu empat aerostreet nanti trnyta mlah bgni hiks sdkit cacat produksi kyk kena benda tajem noda biru umur beli dsni bru kli dus penyok smpe sgtunya bintang aja kasi krna minus turun bintang,Tidak Puas
sepatu bengkok depa maching,Tidak Puas
barang rusak kotor barang lolos pabrik beli kirim rusak,Tidak Puas
ga mengecewakan dah,Tidak Puas
respon penjual nunggu proses berhari hari,Tidak Puas
bagus pake langsung hilang ambil hiks,Tidak Puas
kecewa noda udah coba bersihin gak ilang,Tidak Puas
salah kirim ditukar stok kosong proses komplain restok proses pengiriman respon komplain terkesan mengulur kualitas,Tidak Puas
salah kirim ukur ukur dikirm nnt jual org next tolong perhati terang beli,Tidak Puas
batal tolak status konfirmasi gilir toko ganti nomer liat malesnya emang stocknya,Tidak Puas
overall bagus sih kirim respon admin ekspedisi cek noda kuning sepatu loga aerostreet noda butih perhati,Tidak Puas
beli produk lokal kalah impor harga jangkau tahan,Tidak Puas
sepatu beratt beban hidup,Tidak Puas
model bagus ukur kirim salah,Tidak Puas
mohon perhatikan detail produksinya produksi cacat produksi diloloskan harap jaga kualitas produksi,Tidak Puas
barangnya lumayan tapi lama bgdd prosesnya dri pesen smpe tanganlain kali tingktkan pelayanannya org males lg sebagus apapun produknya,Tidak Puas
bagus salah kirim warna beli hitam abu abu,Tidak Puas
sesuaiapa pesan sayang noda kuning sepatu,Tidak Puas
sebenernya udah pengen beli sepatu aerostreet harganya k k inflasi ya btw makasih produknya tidak mengecewakan packingn,Tidak Puas
pengiriman lamadan barang hilang barang kabupaten sebelahmaaf kasi bintang satukarena mengenakan inisehingga hadiah,Tidak Puas
barang hilang pengiriman ekspedisi anteraja gajadi pake riku series,Tidak Puas
barang bagus cacat ekspedisinya banget sicepat,Tidak Puas
desain keren kirim lamaaa banget serius,Tidak Puas
ga kecewa sih produk,Tidak Puas
sepatu moga hilang,Tidak Puas
orang ngerasa kecewa qcnya aerostreet beli diperhatikan aerostreet pdhl detail,Tidak Puas
sepatu baguss warna jga bgus weeii salah pilih size bantu jga adminnya adminnya gercep trus baikk thanku min,Tidak Puas
insole terlalu tipis,Tidak Puas
kali beli sepatu aerostreet kecewa pesan ukur kirim kecewa,Tidak Puas
aahh dodol nih pesan size dikirim,Tidak Puas
kurir ngawur konfirmasi meletakan,Tidak Puas
pengirimann lamaa pelayanann buruk kirim,Tidak Puas
barang bagus hilang dijalan dikomplain tracking,Tidak Puas
kecewa sol depan masuk coret bolpoin,Tidak Puas
bagus salah beli ukur,Tidak Puas
noda kotor untung kotoran hewan finishing beli,Tidak Puas
paket hilang gajelas mana tau lari,Tidak Puas
mangtep sih minesnya lemnya baunya mangtep,Tidak Puas
suka cacat,Tidak Puas
spatunya bagus syg bahan kena kotor susah hilanginnya,Tidak Puas
mohon teliti salah terima kasih,Tidak Puas
kecewa beli aerostreet,Tidak Puas
pengiriman lambat,Tidak Puas
kecewa banget beli item datengnya putih,Tidak Puas
sungguh mengecewakan udah co malh jose low ready yasudah besok co jose low klo dah rejeki,Tidak Puas
bener order salah soalnyaga liat langsung main pakai selang ngeh kalo salah produkjadinya beli dikasih voucher cash bac,Tidak Puas
memuaskan pengiriman salah nomor pesen datengnya,Tidak Puas
sayang banget noda tolong quality control diperhatiin,Tidak Puas
rekomend banget sepatu beli kecewa,Tidak Puas
ukur pas salah pilih ukur evaluasi muas beli aerostreet,Tidak Puas
barang bagus bgt salah ukur kecil,Tidak Puas
ngepas banget kaki sakit kaki yaudah salah produk bagus saran kalo beli mending beli insole kaya gel biru karna insole sepatu cepet tipis thank you seller,Tidak Puas
salah pilih ukuran,Tidak Puas
aerostreet anti gagal kerreenn poko,Tidak Puas
kali pesan telat ekspedisi sicepat lambat gagal pickup sampe kali sampe minggu sampe paksa rangin bintang,Tidak Puas
jelek,Tidak Puas
kecewa,Tidak Puas
barang bagus cacat dus penyok plastik dus sobek saran perhati packingnya,Tidak Puas
cacat produk dibagian gantinya dikasih voucher kompensasi,Tidak Puas
logo telapak kaki belah kiri lepas sepatu pake udh lepas logo tolong aerostreet lem mending ganti benah ulang jual logo pisah hub min biar tambal,Tidak Puas
resi invalid,Tidak Puas
gerah berat sih,Tidak Puas
sepatunya keren uy sayang banget kardusnya rusak,Tidak Puas
kurangnya toleransi pembeli,Tidak Puas
barang hilang kecewa klaim pengembalian dana respon penjual salah kurir penjual respon lambat,Tidak Puas
cacat dikit ad benjolan ujung tapak kakinya but bahan bagus sm empuk sih,Tidak Puas
sepatunya enak ringan kuat murah delivery lelet,Tidak Puas
packing hancur berantakan,Tidak Puas
berat sih sepatunyatp keren packing sederhana aja cma sepatu isinya kalo pengirimannya lamasampai gagal pickup kurir,Tidak Puas
kali beli kecewa,Tidak Puas
pembelian ga mslh seller produknya ekspedisinya sumpah leletlama gak obatnya pengiriman jateng aja pdhl d,Tidak Puas
bungkus doang balut plasti crap aja kardus sobek bolong untung sepatu kotor,Tidak Puas
bagus salah warna foto dikirim chat,Tidak Puas
barang udah dng modek bagus kini maaf gan foto karna rusak kamera rusak barang,Tidak Puas
packaging aduh parah benerr smpe hancur dikasi lapis plastik bening tipis itupun robek udh dingatin dipacking aman rapi parah,Tidak Puas
sekian beli salah kirim produk lanjur percaya gak salah ehh nyata salah kirim return gak gak video unboxing,Tidak Puas
kecewa produk aerostreet,Tidak Puas
tidak responsif,Tidak Puas
modelnya agak kurang bagus bikin kaki keliatan gendut yaudah,Tidak Puas
official store gapernah gagal salah enak dipakee,Tidak Puas
estimasi telat barang dipesan diterima beda warna,Tidak Puas
layan buruk,Tidak Puas
udh ubah bintang dana refund udh asurasi hilang kali paking bagus biar ilang tag terimkasih,Tidak Puas
thank you dah sampe ganti warna warnanya kosong tp salah ukuran pas dituker lg eh dapet warna thank you,Tidak Puas
sepatu kanan kotor noda sepatu kanan kanan lem buka,Tidak Puas
model ny bagus tp syg cacat dikit,Tidak Puas
salah kirim warna,Tidak Puas
puas kali jas apengirim handle barnagnya packaging buruk rupa,Tidak Puas
sepatu putih bekas ballpointnya liat sedih banget tau hilanginnya,Tidak Puas
pesen emg suka produknya bikin mengecewakan pelayanan ngirim pesenannya aplikasi kali kurir gk pick,Tidak Puas
update status beli tgl maret sampe tgl maret tunggu kurirga sampe sepatu gua official store ibu karyawan becus ngirim paket customer kurang produk layan packing alakadar irit keluar kuality kontrol asal sepatu miring ventnya sol cor blepot benang timbul sepatu gelombang logo lem salah kirim produk salah kirim nomer kirim lama toko non official store respon chat online sigap benerin sistem woiiii jgn untung doank,Tidak Puas
mantap barang murah murah next order kyanya kecilin size karna salah hitung,Tidak Puas
pick up pengiriman lama,Tidak Puas
pakai isolasi doang plastik,Tidak Puas
kardus rusak packing safety kirim order tgl sampe tgl sepatu noda noda kardus rusak tolong perhati emas tolong tambah emas plastik sepatu overall bagus sayang aja packing buruk cht alas bungkus rapi rusak lapis kali belanja online packingannya buruk,Tidak Puas
salah kirim warna ganti warna pengganti kesel karna kirim barang lgi nunggu lgi its okay,Tidak Puas
kecewa skrng udh varian,Tidak Puas
aerostreet gapernah mengecewakannn diskon ajib,Tidak Puas
muas kecewa barang tang,Tidak Puas
minus jahit gak rapi dikit,Tidak Puas
barang bagus cacat,Tidak Puas
kirim lumayan packingnya aman plastik buka boxnya hancur sepatu kotor kuning moga hilang sikat pelanjujur suka bgt model maaf kasih bintang kecewa,Tidak Puas
produk rapi noda,Tidak Puas
beli sepatu lbh teliti pilih ukur pandu ukur ngaco saran naik size salah ukur ikhlas tukar size admin berbelitbelit,Tidak Puas
lama,Tidak Puas
pengiriman diluar estimasi,Tidak Puas
kemasan jelek,Tidak Puas
pesan produk kirim produk dichatnya kaga bales kali beli dapet alam buruk,Tidak Puas
layan buruk,Tidak Puas
salah ukur gak retur,Tidak Puas
sepatu bagus pengiriman lelet gk dipick up,Tidak Puas
salah kirim kirim gibran,Tidak Puas
telat pengirimannya kendalakurir,Tidak Puas
sepatu baguss cuman nilai negatif lambat kirim jakarta pesan tanggal agustus tanggal agustus,Tidak Puas
parah bgt layan salah kirin ukur dana pengwmbalian suruh nanggung pembeliaero street parah barang kirim proses lot layan super jelek,Tidak Puas
ukur berat sepatu,Tidak Puas
packingnya ala kadarnya,Tidak Puas
enak pake foam empuk bener cuman minus aja warna gak warna dasar liat sol dalem lebih dikit doang salah sepatu aja sepatu kanan mulus lusss butuh proses tingkat ajaa,Tidak Puas
mengecewakan,Tidak Puas
barang aman noda kuning packing rusak,Tidak Puas
ukur salah,Tidak Puas
mengecewakan,Tidak Puas
pese ukur kirim ukur untung muat kaki walpaupun sempit dikit kagak kali cek takut salah kirim kasi udah sen sesuai kirim salah,Tidak Puas
finising buruk kecewa,Tidak Puas
bahan kaku cutting bag simetris pake ngukur size size chart pres bgt beli udh,Tidak Puas
kualiyas barang pakai rusak,Tidak Puas
tingkat benang bekas jahit noda pensil pulpen hilang minyak kayu putih,Tidak Puas
kaku keras,Tidak Puas
barangnya gak dateng y hilang pengantaran,Tidak Puas
engga tau pesanan puas sepatu berat sebelah seimbang berat volume berbeda padaha,Tidak Puas
maaf kaka bagus cuman salah nomor,Tidak Puas
benci anter aja,Tidak Puas
bgus size berat sol,Tidak Puas
berat dipake,Tidak Puas
saran beli ukur kaki lebih gede haha overall alhamdulillah dapet barang mulus cacat saran packingnya optimal,Tidak Puas
rekomen bosss klaten bekas barang anti lecet,Tidak Puas
mohon diperbaiki packingnya pengecekan barang dikirim cacat ditolerir,Tidak Puas
pengiriman lamapelayanan buruk bales botdeskripsi size gk bener cm gk muat sayabintang,Tidak Puas
minus,Tidak Puas
pengiriman telat sehari tetep aero juara,Tidak Puas
pengiriman dikirim salah warna udah nunggu warna putih merah soldout pas sekalinya dapet dikirimnya navy orange gak,Tidak Puas
barang sesuai pesenanpengiriman pake silelet telat,Tidak Puas
barang kaya beli second kotor sisi ga hilang beruntung banget foto ga diupload,Tidak Puas
ekspedisi ga cepet lelet perasaan,Tidak Puas
pes osaka brave kepake untung muat kaki adek kecewa sepatu,Tidak Puas
sepatu bagus packingannya kecewa paket kardus rusak,Tidak Puas
barang okada noda sepatu tolerir,Tidak Puas
hilang kirim,Tidak Puas
packing aja udh bener pake wrapping pake bubble warp jahit dirapihin noda kirim,Tidak Puas
dibungkus plastik bening tipis lambat sampainya,Tidak Puas
bekas noda kuning,Tidak Puas
kecewa,Tidak Puas
barang bagus cuman sayang paketnya sampainya trus bungkusnya rusak tinggal kardusnya aja,Tidak Puas
kali beli aerostreet kecewa,Tidak Puas
barang bagus kotor kaya bekasmungkin packing hati minus kirim aja lamamungkin salah ekspedisi,Tidak Puas
adminnya kode buruk pelayanannya udah kali beli chinos jhose aerofoamz and next lg tp kalo adminnya kyk gitu,Tidak Puas
nyampe nyampe udah bolong masukan aja kalo packing ditambah buble wrap selembar nutupin kardusnya aja dibungkus plastik ti,Tidak Puas
maaf ya bintang pembelajaran perusahaan biar kedepannya segi salah warna salah ukuran pelayanan lamban rugi ongkir,Tidak Puas
pembelian seri riku kecewa sih karna bbrp detail jahitan sepatunya rapih noda kain yaudahlah gak ketara,Tidak Puas
kerennlokal luarhalus buatannyagak salah order x nyonya ponakanrecommend pokoknyawalau kotaknya rada sobek penyok dalemn,Tidak Puas
tau packing pabrik ekpedisi bermasalah isi utuh,Tidak Puas
kecewa sih packingnya dibungkus plastik transparan gitu,Tidak Puas
kali beli produk aerostreet kali pengalaman salah kirim barang proses pickup kurir kendala,Tidak Puas
mohon maaf sebelumnyajangan karna tingkat beli males ngecek barang dikirimbanyak bngt keluh bahan bagusada sisa coret pulpen menggangu jahit kmna sol sepatu kuningmemang sih murah salah cek kirim kepembeliniat hati kenalin brand lokal orang mikir lgi beli kalinyapdhl udah kasih note tolong bngt cek,Tidak Puas
barang hilang,Tidak Puas
model kereeeeennnnn berat,Tidak Puas
salah varian dikirim vintage udh gitu nunggu cuman prosesnya doang nunggu pengirimannya,Tidak Puas
barang bagus sepatu putih quality controlnya ketat barang terima noda tinta bekas bolpen hapus untung noda,Tidak Puas
meliuk gini ya sepatunya packaging lapis plastik tipis box penyoktidak tau kayak normal tidak sepatunya iya,Tidak Puas
sepatu berat ukur rada ukur sepatu pakai,Tidak Puas
berat sih sempit,Tidak Puas
aero street emang lawan,Tidak Puas
barang telat produk muas,Tidak Puas
kwslitas jelek size cewek perempua kaki kurus cowok masuk mepet,Tidak Puas
proses kirim lama,Tidak Puas
gapernah gagal,Tidak Puas
overall harga murah riah muntah mennggal bekas coret pulpen maklum,Tidak Puas
belakang keras belah ukur kecil insolenya pakai nyetir lmyan macet nyeri sakit tumit tumpu sana kaki stand gas,Tidak Puas
lumayan berat,Tidak Puas
sekian harr menunggu eh nyampe kekecilan mengecewakan,Tidak Puas
saran banget aerostreet coba finishingnya perhati udah produk aero bakarin benang brudul klo gpp sampe sisi tolong qcnya revisi kecewa,Tidak Puas
produk original kaki lebaar kirim bgt order sampe packingnya jelek bgt bungkus plastik tipis bening kardus penyok sepatu amancuma bekas pen warna kuning moga hilang pas cuci,Tidak Puas
pengiriman lambat telat estimasi antareja parah,Tidak Puas
barang noda,Tidak Puas
sadar pas beres pake kirim beda ukur salah cek mikir sampe salah ukur ngirim salah udh baik depan aja,Tidak Puas
kotor bekas pulpen,Tidak Puas
pwengiriman lambat,Tidak Puas
stok kasih noda hitam nempel,Tidak Puas
bintang sepatunya sebelah kiri kepotong ngeganjel jempol kaki,Tidak Puas
kecewa dapet produk cacat toe cap miring,Tidak Puas
real pict bagus sayang salah ambil ukur,Tidak Puas
tali sepatu kanan miring kecewa dikit gpp moga,Tidak Puas
barang bagus cuman packingnya kuat kemarin dirumah dusnya hancur unrungnya barang rusak kali tolong packingnya aman kali say,Tidak Puas
barang aman minus packing plastik doang jdi box rusak,Tidak Puas
teliti cek ricek produk kirim pesan ukur ukur kembali ganti uang produk ukur pesan kali salah ukur kirim mohon cek moga,Tidak Puas
sepatu berat,Tidak Puas
warna tapak beda gambar,Tidak Puas
salah ukur bikin bingung terang ndak tulis standar eur tinggal beli ukur kasi ponakan,Tidak Puas
udah beli kali kecewa,Tidak Puas
salah pilih ukur tetep bagus pakai,Tidak Puas
produk cacat produksi sepatu terima ikan skore cacat moga normal kwalitas aerostreet foto cacat komplain pakai anak sepatu kirim pakai,Tidak Puas
bagus sie salah size sen size dateng papa bagus bangets,Tidak Puas
pengirimannya estimasi kardus penyok untungnya sepatu kerusakan dilih,Tidak Puas
pesen digambar dikirim model putih packing kantong keresek plastik gini official hehe,Tidak Puas
order putih abu konfirmasi barang ready konfirmasi knp beda warna video unboxing packing buruk plastik,Tidak Puas
pengiriman dibilang bgt minusnya sepatu kirinya,Tidak Puas
harga rb sih kualitasnya harganya kualitas cacat lubang tali sepatuny ngg,Tidak Puas
kotor noda hitam coklat dibersihin,Tidak Puas
kecewa dapet grade c kayanya tidak qc dlu gitu kirim barang,Tidak Puas
buruk,Tidak Puas
kurir salah kirim alamat salah alamat tulis untung komplex rumah nyarinya muter rumah tetangga ketemu selamat,Tidak Puas
barang cacat,Tidak Puas
salah percaya official store barang dah nyampe tapi karna lg diluar kota gk unbox pas unbox ya beda kali sih of,Tidak Puas
salah kirim tuker respon jual ramah,Tidak Puas
noda kayak sepatu bekas,Tidak Puas
warna kirim salahdan pengiriman aerostreet kurir kanti kurir karna aerostreet pengiriman kurir,Tidak Puas
pengiriman barang box rusak ukuran dipakai sempit sepatu ukuran muat,Tidak Puas
beli warna putih noda,Tidak Puas
bintang aja bintang cacat produksi minat udah turun,Tidak Puas
sayang tsb gak seimbang sebelah,Tidak Puas
salah pilih ukur keren banget,Tidak Puas
minus pengiriman banget engga tau pesen tanggal sampe tanggal eddaaannn,Tidak Puas
kotaknya rusak barang udah kebukabarang bagus,Tidak Puas
pas ukurannyagada minus,Tidak Puas
sesuai pesanan anter aja emang rada lelet ganti jne satset sat set,Tidak Puas
posisi barang dikirim request ganti warna mengecewakan mentang laris mengabaikan kepuasan customer auto un,Tidak Puas
beli kali hilang sebelah semoga ga ilang hahaha,Tidak Puas
kecewa klo lebaran proses makan,Tidak Puas
produk aerostreet kecewa,Tidak Puas
kak nina soepraptyie produk model keren kwalitas bagus pelayananya buruk order salah kirim produk order aju komplain brharap kirim productmalah dana kembali gak orang dana kembali sngt produk tsb,Tidak Puas
sepatu hitam dikirim sepatu warna warni salah ukuran,Tidak Puas
barang bagus tp jasa kirim anteraja lelet estimasi tgl tgl,Tidak Puas
bagus cacat muat keponakan tks seller,Tidak Puas
salah warna pesen hitam datangnya abu gak konfirmasi udah toko udah ramah pembeli hi,Tidak Puas
